    0.9019999986E+00   -0.9800000140E-01   -0.1899483950E-01   -0.1447837614E-01   -0.2148831027E-03   -0.1800799270E-01   -0.1800850231E-01   -0.2756014420E-03   -0.2681729986E-03   -0.2756014420E-03   -0.1878317222E-01
    0.9019999986E+00   -0.9600000130E-01   -0.1883743264E-01   -0.1414278268E-01   -0.2141098536E-03   -0.1756979372E-01   -0.1776220011E-01   -0.2737352295E-03   -0.2665060270E-03   -0.2737352295E-03   -0.1850589148E-01
    0.9019999986E+00   -0.9400000144E-01   -0.1868349509E-01   -0.1380982946E-01   -0.2133526514E-03   -0.1713624132E-01   -0.1752191663E-01   -0.2718985736E-03   -0.2648682019E-03   -0.2718985736E-03   -0.1823524675E-01
    0.9019999986E+00   -0.9200000111E-01   -0.1853303264E-01   -0.1347948374E-01   -0.2126113593E-03   -0.1670725352E-01   -0.1728759663E-01   -0.2700912117E-03   -0.2632591479E-03   -0.2700912117E-03   -0.1797117969E-01
    0.9019999986E+00   -0.9000000171E-01   -0.1838603164E-01   -0.1315170242E-01   -0.2118858438E-03   -0.1628273696E-01   -0.1705918069E-01   -0.2683128833E-03   -0.2616784969E-03   -0.2683128833E-03   -0.1771363344E-01
    0.9019999986E+00   -0.8800000139E-01   -0.1824247591E-01   -0.1282643977E-01   -0.2111759733E-03   -0.1586259586E-01   -0.1683660962E-01   -0.2665633248E-03   -0.2601258832E-03   -0.2665633248E-03   -0.1746255197E-01
    0.9019999986E+00   -0.8600000199E-01   -0.1810234991E-01   -0.1250364995E-01   -0.2104816200E-03   -0.1544673508E-01   -0.1661982605E-01   -0.2648422758E-03   -0.2586009497E-03   -0.2648422758E-03   -0.1721788092E-01
    0.9019999986E+00   -0.8400000073E-01   -0.1796563813E-01   -0.1218328569E-01   -0.2098026571E-03   -0.1503505843E-01   -0.1640877349E-01   -0.2631494722E-03   -0.2571033407E-03   -0.2631494722E-03   -0.1697956659E-01
    0.9019999986E+00   -0.8200000040E-01   -0.1783232584E-01   -0.1186529995E-01   -0.2091389625E-03   -0.1462747070E-01   -0.1620339743E-01   -0.2614846549E-03   -0.2556327103E-03   -0.2614846549E-03   -0.1674755721E-01
    0.9019999986E+00   -0.8000000194E-01   -0.1770239852E-01   -0.1154964473E-01   -0.2084904158E-03   -0.1422387621E-01   -0.1600364451E-01   -0.2598475633E-03   -0.2541887159E-03   -0.2598475633E-03   -0.1652180196E-01
    0.9019999986E+00   -0.7800000161E-01   -0.1757584174E-01   -0.1123627067E-01   -0.2078568976E-03   -0.1382417824E-01   -0.1580946229E-01   -0.2582379336E-03   -0.2527710169E-03   -0.2582379336E-03   -0.1630225078E-01
    0.9019999986E+00   -0.7600000128E-01   -0.1745264180E-01   -0.1092512867E-01   -0.2072382930E-03   -0.1342828107E-01   -0.1562080025E-01   -0.2566555069E-03   -0.2513792818E-03   -0.2566555069E-03   -0.1608885543E-01
    0.9019999986E+00   -0.7400000095E-01   -0.1733278524E-01   -0.1061616878E-01   -0.2066344884E-03   -0.1303608856E-01   -0.1543760903E-01   -0.2551000234E-03   -0.2500131826E-03   -0.2551000234E-03   -0.1588156871E-01
    0.9019999986E+00   -0.7200000249E-01   -0.1721625909E-01   -0.1030934073E-01   -0.2060453735E-03   -0.1264750479E-01   -0.1525984079E-01   -0.2535712253E-03   -0.2486723976E-03   -0.2535712253E-03   -0.1568034485E-01
    0.9019999986E+00   -0.7000000216E-01   -0.1710305040E-01   -0.1000459286E-01   -0.2054708383E-03   -0.1226243271E-01   -0.1508744855E-01   -0.2520688511E-03   -0.2473566062E-03   -0.2520688511E-03   -0.1548513872E-01
    0.9019999986E+00   -0.6799999997E-01   -0.1699314683E-01   -0.9701873550E-02   -0.2049107764E-03   -0.1188077592E-01   -0.1492038699E-01   -0.2505926433E-03   -0.2460654949E-03   -0.2505926433E-03   -0.1529590685E-01
    0.9019999986E+00   -0.6599999964E-01   -0.1688653659E-01   -0.9401131229E-02   -0.2043650842E-03   -0.1150243865E-01   -0.1475861244E-01   -0.2491423476E-03   -0.2447987577E-03   -0.2491423476E-03   -0.1511260729E-01
    0.9019999986E+00   -0.6399999931E-01   -0.1678320795E-01   -0.9102312980E-02   -0.2038336591E-03   -0.1112732399E-01   -0.1460208207E-01   -0.2477177067E-03   -0.2435560892E-03   -0.2477177067E-03   -0.1493519884E-01
    0.9019999986E+00   -0.6200000271E-01   -0.1668314982E-01   -0.8805366244E-02   -0.2033164015E-03   -0.1075533603E-01   -0.1445075482E-01   -0.2463184680E-03   -0.2423371923E-03   -0.2463184680E-03   -0.1476364200E-01
    0.9019999986E+00   -0.6000000238E-01   -0.1658635093E-01   -0.8510236346E-02   -0.2028132111E-03   -0.1038637672E-01   -0.1430459011E-01   -0.2449443723E-03   -0.2411417676E-03   -0.2449443723E-03   -0.1459789753E-01
    0.9019999986E+00   -0.5799999833E-01   -0.1649280074E-01   -0.8216869286E-02   -0.2023239917E-03   -0.1002034937E-01   -0.1416354926E-01   -0.2435951668E-03   -0.2399695247E-03   -0.2435951668E-03   -0.1443792813E-01
    0.9019999986E+00   -0.5600000173E-01   -0.1640248958E-01   -0.7925212263E-02   -0.2018486512E-03   -0.9657159264E-02   -0.1402759563E-01   -0.2422706071E-03   -0.2388201840E-03   -0.2422706071E-03   -0.1428369854E-01
    0.9019999986E+00   -0.5400000140E-01   -0.1631540709E-01   -0.7635208798E-02   -0.2013870943E-03   -0.9296707559E-02   -0.1389669237E-01   -0.2409704350E-03   -0.2376934572E-03   -0.2409704350E-03   -0.1413517298E-01
    0.9019999986E+00   -0.5200000107E-01   -0.1623154398E-01   -0.7346804204E-02   -0.2009392306E-03   -0.8938898101E-02   -0.1377080491E-01   -0.2396944037E-03   -0.2365890689E-03   -0.2396944037E-03   -0.1399231809E-01
    0.9019999986E+00   -0.5000000075E-01   -0.1615089111E-01   -0.7059942873E-02   -0.2005049708E-03   -0.8583634017E-02   -0.1364989977E-01   -0.2384422648E-03   -0.2355067456E-03   -0.2384422648E-03   -0.1385510141E-01
    0.9019999986E+00   -0.4800000042E-01   -0.1607343972E-01   -0.6774568838E-02   -0.2000842271E-03   -0.8230818406E-02   -0.1353394473E-01   -0.2372137717E-03   -0.2344462180E-03   -0.2372137717E-03   -0.1372349174E-01
